Model_name,Sato-3DCNN,without_ss_rsa
T1078TS013_4,0.45224935,0.41736215
T1078TS013_5,0.42381623,0.4111734
T1078TS031_1,0.49900746,0.5072977
T1078TS031_2,0.44357294,0.5059090999999999
T1078TS031_3,0.30957156,0.45138803
T1078TS031_4,0.3944204,0.44882336
T1078TS031_5,0.3975208,0.47886857
T1078TS042_1,0.42916834,0.4885389
T1078TS042_2,0.36552042,0.49190852
T1078TS042_3,0.42790857,0.48515955
T1078TS042_4,0.37439126,0.48370063
T1078TS042_5,0.38831005,0.52780217
T1078TS050_1,0.17548274,0.34310123
T1078TS050_3,0.27858818,0.25321287
T1078TS070_1,0.49474898,0.4707281
T1078TS070_2,0.44853630000000005,0.47869137
T1078TS070_3,0.31304699999999996,0.167575
T1078TS070_4,0.29592592,0.15992983
T1078TS070_5,0.46116814,0.51638496
T1078TS075_1,0.37143928,0.46839815
T1078TS075_2,0.32881397,0.46246824
T1078TS075_3,0.34635390000000005,0.4673085
T1078TS075_4,0.31764176,0.44736108
T1078TS075_5,0.11536018599999999,0.14962374
T1078TS081_1,0.3782676,0.19982772
T1078TS138_1,0.13657020000000003,0.17380278
T1078TS138_2,0.15749969,0.15799123
T1078TS138_3,0.08013365,0.07431604
T1078TS138_4,0.1451569,0.10283434
T1078TS138_5,0.14148141,0.12974463
T1078TS140_1,0.43717927,0.4843331
T1078TS140_2,0.37845695,0.48620468
T1078TS140_3,0.369687,0.42912996
T1078TS140_4,0.4341170999999999,0.45031190000000004
T1078TS140_5,0.40791455,0.46241876
T1078TS183_1,0.5174139,0.52703387
T1078TS183_2,0.5416411999999999,0.5189302
T1078TS183_3,0.5301276,0.5297135000000001
T1078TS183_4,0.48637447,0.54828775
T1078TS183_5,0.5315196999999999,0.53963625
T1078TS187_1,0.40191647,0.45755464
T1078TS187_2,0.40703788,0.4743335999999999
T1078TS187_3,0.42549732,0.48081493
T1078TS187_4,0.44425607,0.5086809
T1078TS187_5,0.22983569,0.18990377
T1078TS198_1,0.36441326,0.46565047
T1078TS198_2,0.33656967,0.48614788
T1078TS198_3,0.36483175,0.4197776
T1078TS198_4,0.3259968,0.46033177
T1078TS198_5,0.12394011,0.14110927
T1078TS209_1,0.56893104,0.49846825
T1078TS209_2,0.55221367,0.51705533
T1078TS209_3,0.5296225,0.5161023
T1078TS209_4,0.48373854,0.49192733
T1078TS209_5,0.47348088,0.4267833
T1078TS222_1,0.3555005,0.4714784000000001
T1078TS222_2,0.35059795,0.45052159999999997
T1078TS222_3,0.385861,0.53199744
T1078TS222_4,0.384598,0.49281448
T1078TS222_5,0.21117774,0.29239570000000004
T1078TS226_1,0.424048,0.5425966
T1078TS226_2,0.43295363,0.52651405
T1078TS226_3,0.36144844,0.49911000000000005
T1078TS226_4,0.40794125,0.5167421
T1078TS226_5,0.39654917,0.5042457
T1078TS238_1,0.51016134,0.52985966
T1078TS238_2,0.51917684,0.54712635
T1078TS238_3,0.5302874,0.5378678000000001
T1078TS238_4,0.44577962,0.5456065999999999
T1078TS238_5,0.4827996,0.5096535
T1078TS252_1,0.42575282,0.48326817
T1078TS252_2,0.33620128,0.47972605
T1078TS252_3,0.37759998,0.47369325
T1078TS252_4,0.28328457,0.38525084
T1078TS252_5,0.30207926,0.17583999
T1078TS275_1,0.37143928,0.46839815
T1078TS277_1,0.38665497,0.4210415
T1078TS277_2,0.32604253,0.4790075
T1078TS277_3,0.41722092,0.4972856
T1078TS277_4,0.34459868,0.46421453
T1078TS277_5,0.33764836,0.50155085
T1078TS317_1,0.1448814,0.17047049
T1078TS317_2,0.13755843,0.15455276
T1078TS317_3,0.14660993,0.18739513
T1078TS317_4,0.11684592,0.14387453
T1078TS317_5,0.10118554,0.18716466
T1078TS319_1,0.46457085,0.49111563
T1078TS319_2,0.44516113,0.51080984
T1078TS319_3,0.46154308,0.5107214
T1078TS319_4,0.44424662,0.48143327
T1078TS319_5,0.47536868,0.51330495
T1078TS324_1,0.4179723,0.5062701000000001
T1078TS324_2,0.3782172,0.5050465000000001
T1078TS324_3,0.36835387,0.49924946
T1078TS324_4,0.38555038,0.49611930000000004
T1078TS324_5,0.4524095,0.5051097999999999
T1078TS326_1,0.33559337,0.48472226
T1078TS326_2,0.39718392,0.49457252
T1078TS326_3,0.40306363,0.50626
T1078TS326_4,0.39435443,0.51187354
T1078TS326_5,0.39745918,0.54557586
T1078TS337_1,0.43062344,0.44841499999999995
T1078TS337_2,0.2350408,0.35583735
T1078TS337_3,0.19303726,0.30564746
T1078TS337_4,0.15550274,0.09350564
T1078TS337_5,0.12869728,0.08911809
T1078TS351_1,0.49565965,0.51656055
T1078TS351_2,0.47455420000000004,0.51711774
T1078TS351_3,0.5009536,0.55564654
T1078TS351_4,0.43164465,0.5244778
T1078TS351_5,0.5369891,0.5463465000000001
T1078TS364_1,0.30935705,0.45491165
T1078TS364_2,0.31164506,0.42969477
T1078TS364_3,0.32962805,0.44541709999999995
T1078TS364_4,0.31192902,0.4089486
T1078TS364_5,0.32493967,0.44346148
T1078TS367_1,0.34890133,0.5054394
T1078TS367_2,0.37193888,0.49486232
T1078TS367_3,0.354854,0.5072998
T1078TS367_4,0.40060159999999995,0.53219146
T1078TS367_5,0.44731873,0.5542236999999999
T1078TS377_1,0.38490993,0.42821226
T1078TS377_2,0.4363259,0.51573825
T1078TS377_3,0.39991948,0.46854383
T1078TS377_4,0.3628038,0.43982562
T1078TS377_5,0.41859633,0.44337514
T1078TS435_1,0.30854973,0.46813777
T1078TS435_2,0.35485059999999996,0.4118803
T1078TS435_3,0.30890164,0.4648526
T1078TS435_4,0.36526679999999995,0.4606902
T1078TS435_5,0.35742894,0.4589972
T1078TS451_1,0.19524622,0.33528134
T1078TS451_2,0.46527773,0.5136010999999999
T1078TS451_3,0.46735784,0.52148944
T1078TS451_4,0.46123385,0.5101888
T1078TS451_5,0.43587047,0.5084995
T1078TS460_1,0.3932139,0.45944170000000006
T1078TS460_2,0.26077858,0.3515248
T1078TS460_3,0.24911499,0.33206555
T1078TS460_4,0.26844070000000003,0.4161407999999999
T1078TS460_5,0.20311333,0.301448
T1078TS468_1,0.32773823,0.46127164
T1078TS487_1,0.401589,0.44380587
T1078TS487_2,0.39282432,0.4832571
T1078TS487_3,0.40088335,0.5028567
T1078TS487_4,0.33542132,0.46943542
T1078TS487_5,0.39312655,0.43044022
T1058TS013_1,0.47597203,0.5814609000000001
T1058TS013_2,0.46750534,0.5731841999999999
T1058TS013_3,0.42749032,0.5469666
T1058TS013_4,0.48329914,0.5499148
T1058TS013_5,0.45371443,0.55560344
T1058TS031_1,0.32907838,0.5154951
T1058TS031_2,0.28647324,0.47177055
T1058TS031_3,0.2642369,0.44349533
T1058TS031_4,0.21748336,0.39138356
T1058TS031_5,0.2514956,0.44107592
T1058TS042_1,0.3985705,0.5464378000000001
T1058TS042_2,0.34678507,0.48306155
T1058TS042_3,0.35845387,0.5049285
T1058TS042_4,0.28996700000000003,0.4141495
T1058TS042_5,0.27761948,0.42723787
T1058TS050_1,0.1639297,0.26501116
T1058TS050_2,0.11518652,0.21893972
T1058TS050_4,0.08463933,0.14119703
T1058TS050_5,0.100774,0.14105085
T1058TS070_1,0.41632447,0.51758504
T1058TS070_2,0.41098022,0.5154988
T1058TS070_5,0.31866938,0.46628606
T1058TS075_1,0.39527157,0.5035313
T1058TS075_2,0.35156974,0.45248166
T1058TS075_3,0.33618045,0.45172749999999995
T1058TS075_4,0.2920501,0.43090305
T1058TS075_5,0.26798177,0.35259873
T1058TS097_1,0.19912842,0.30172109999999996
T1058TS097_2,0.21468765,0.33678034
T1058TS097_3,0.2078196,0.31374502
T1058TS097_4,0.18715684,0.34271652
T1058TS097_5,0.24145031,0.34445152
T1058TS138_1,0.21638545,0.32023096
T1058TS138_2,0.18501626,0.29042497
T1058TS138_3,0.15987882,0.28687656
T1058TS138_4,0.14134575,0.29547116
T1058TS138_5,0.18092111,0.30256897
T1058TS140_1,0.38741709999999996,0.5226697
T1058TS140_2,0.36994734,0.5170399
T1058TS140_3,0.39801246,0.5302278
T1058TS140_4,0.35855117,0.5149362
T1058TS140_5,0.35563123,0.51636946
T1058TS151_4,0.15052922,0.27995992
T1058TS151_5,0.027935661,0.11861343
T1058TS183_1,0.47705240000000004,0.54467076
T1058TS183_2,0.42048976,0.5079001
T1058TS183_3,0.43995467,0.5078379
T1058TS183_4,0.39545122,0.5115101
T1058TS183_5,0.47515777,0.55918175
T1058TS187_1,0.39165965,0.5057552
T1058TS187_2,0.39151233,0.5102158
T1058TS187_3,0.3883341,0.5034575
T1058TS187_4,0.40479782,0.5319946
T1058TS187_5,0.3994488,0.514366
T1058TS198_1,0.3350747,0.48490825
T1058TS198_2,0.36300954,0.48604634
T1058TS198_3,0.30020726,0.43610920000000003
T1058TS198_4,0.31893699999999997,0.47936216
T1058TS198_5,0.26084402,0.37347683
T1058TS209_1,0.52340025,0.63329685
T1058TS209_2,0.5364573,0.63456017
T1058TS209_3,0.5348460999999999,0.61428964
T1058TS209_4,0.50410587,0.6218931
T1058TS209_5,0.51615673,0.62874246
T1058TS222_1,0.39779958,0.52912194
T1058TS222_2,0.40785074,0.53042585
T1058TS222_3,0.40427458,0.544531
T1058TS222_4,0.37645125,0.5218337000000001
T1058TS226_1,0.34142065,0.51025844
T1058TS226_2,0.27128327,0.45557195
T1058TS226_3,0.2239013,0.40963683
T1058TS226_4,0.35147449999999997,0.5257987
T1058TS226_5,0.36529294,0.49243966
T1058TS238_1,0.47149003,0.5501265000000001
T1058TS238_2,0.46294552,0.55092674
T1058TS238_3,0.47335356,0.5350099
T1058TS238_4,0.46005297,0.5539734000000001
T1058TS238_5,0.45494902,0.53390217
T1058TS252_1,0.38712537,0.5186574
T1058TS252_2,0.34354788,0.47491000000000005
T1058TS252_3,0.33981723,0.4828606
T1058TS252_4,0.3862196,0.51467186
T1058TS252_5,0.34643874,0.48960376
T1058TS277_1,0.39299559999999994,0.52518064
T1058TS277_2,0.40296456,0.50781983
T1058TS277_3,0.40012696,0.53656703
T1058TS277_4,0.40976256,0.5281496
T1058TS277_5,0.3714898,0.52057374
T1058TS278_1,0.26170436,0.26913232
T1058TS278_2,0.20253020000000002,0.27407646
T1058TS278_3,0.21699224,0.3196401
T1058TS278_4,0.2026743,0.27056935
T1058TS278_5,0.22652670000000003,0.30404902
T1058TS317_1,0.17858447,0.24317338
T1058TS317_2,0.15329342,0.26013052
T1058TS317_3,0.18792209,0.32686004
T1058TS317_4,0.16787376,0.26464713
T1058TS317_5,0.14544378,0.25570497
T1058TS319_1,0.39045188,0.52786684
T1058TS319_2,0.39422888,0.5168384
T1058TS319_3,0.37946498,0.51410776
T1058TS319_4,0.35967153,0.53069574
T1058TS319_5,0.37563379999999996,0.53190523
T1058TS324_1,0.38929564,0.555396
T1058TS324_2,0.3779933,0.50300014
T1058TS324_3,0.2560438,0.40248004
T1058TS324_4,0.35934833,0.51230276
T1058TS324_5,0.30172986,0.45451322
T1058TS326_1,0.41265509999999994,0.54024655
T1058TS326_2,0.3993699,0.5314646
T1058TS326_3,0.39678994,0.5404909999999999
T1058TS326_4,0.3948787,0.52478206
T1058TS326_5,0.381475,0.5236627
T1058TS337_1,0.3619422,0.5102358
T1058TS351_1,0.48122796,0.5707270999999999
T1058TS351_2,0.49536679999999994,0.562934
T1058TS351_3,0.47149003,0.5501265000000001
T1058TS351_4,0.47515777,0.55918175
T1058TS351_5,0.48417032,0.54069996
T1058TS364_1,0.29221547,0.44990668
T1058TS364_2,0.28251863,0.45215937
T1058TS364_3,0.30872253,0.47545484
T1058TS364_4,0.2764954,0.44325408
T1058TS364_5,0.31497177,0.47197232
T1058TS367_1,0.40353885,0.5312172
T1058TS367_2,0.3916403,0.51816785
T1058TS367_3,0.40454867,0.5323899999999999
T1058TS367_4,0.4022136,0.53422076
T1058TS367_5,0.39028567,0.5373832
T1058TS377_1,0.38511059999999997,0.5263131
T1058TS377_2,0.38641244,0.51850194
T1058TS377_3,0.36534286,0.52411264
T1058TS377_4,0.37043267,0.5273932
T1058TS377_5,0.37322262,0.523568
T1058TS435_1,0.39532784,0.52305984
T1058TS435_2,0.21209413,0.3608321
T1058TS435_3,0.28253338,0.42302302
T1058TS435_4,0.32944670000000004,0.46489725
T1058TS435_5,0.33106312,0.49511024
T1058TS460_1,0.35453236,0.5205539
T1058TS460_2,0.1240635,0.20870183
T1058TS460_3,0.07540174599999999,0.14612922
T1058TS460_4,0.03781315,0.08543102400000001
T1058TS468_1,0.36898452,0.501259
T1058TS468_2,0.37008166,0.49851388
T1058TS487_1,0.40974449999999996,0.51865524
T1058TS487_2,0.45156473,0.5565177
T1058TS487_3,0.36831814,0.50954086
T1058TS487_4,0.40215009999999995,0.5022485
T1058TS487_5,0.43913132,0.54172885
T1026TS013_1,0.36781272,0.3111712
T1026TS013_2,0.321402,0.31129846
T1026TS013_3,0.084018685,0.14166954
T1026TS013_4,0.22679777,0.23687689999999997
T1026TS013_5,0.17627179999999998,0.15652828
T1026TS031_1,0.11446024,0.16707839
T1026TS031_2,0.113492854,0.14799045
T1026TS031_3,0.15133817,0.28871635
T1026TS031_4,0.082740106,0.15956196
T1026TS031_5,0.09811665,0.22357622
T1026TS042_1,0.13903694,0.22298263
T1026TS042_2,0.022361077000000004,0.035641458
T1026TS042_3,0.06426048,0.05895376
T1026TS042_4,0.06828608,0.062324452999999995
T1026TS042_5,0.052374218,0.060330435999999994
T1026TS050_1,0.24831209,0.19552834
T1026TS050_3,0.19068077,0.16167158
T1026TS050_5,0.025945442000000003,0.059904054000000005
T1026TS052_1,0.020218668999999998,0.023238879
T1026TS052_2,0.020657081,0.02187901
T1026TS052_3,0.019000705,0.02068025
T1026TS052_4,0.022581677999999997,0.020606281
T1026TS052_5,0.01798912,0.018578071
T1026TS070_3,0.081837386,0.07199939999999999
T1026TS070_4,0.1283994,0.124993294
T1026TS070_5,0.111238115,0.10859959
T1026TS075_1,0.16571616,0.19005139999999998
T1026TS075_2,0.21659973,0.25418755
T1026TS075_3,0.19441156,0.2224774
T1026TS075_4,0.21659006,0.22774229999999998
T1026TS075_5,0.2123598,0.19398904
T1026TS081_1,0.18111493,0.156636
T1026TS097_1,0.053516377000000004,0.10179018
T1026TS097_2,0.056257325999999996,0.08557102
T1026TS097_3,0.08235555,0.10091429
T1026TS097_4,0.050444935,0.05357615
T1026TS097_5,0.092667446,0.11315032
T1026TS138_1,0.01310743,0.019469953999999998
T1026TS138_2,0.015841678,0.013723215
T1026TS140_1,0.3428353,0.35286546
T1026TS140_2,0.24095537,0.29796502
T1026TS140_3,0.2208926,0.30864949999999997
T1026TS140_4,0.13195762,0.20263441
T1026TS140_5,0.20741676,0.26122338
T1026TS183_1,0.23387113,0.34250987
T1026TS183_2,0.47186217,0.44070515
T1026TS183_3,0.40738606,0.42891592
T1026TS183_4,0.17302991,0.19335392
T1026TS183_5,0.061361633,0.07756952
T1026TS187_1,0.19761626,0.2239756
T1026TS187_2,0.152804,0.18237346
T1026TS187_3,0.16396016,0.20734143
T1026TS187_4,0.1488759,0.13402538
T1026TS187_5,0.01187523,0.020156900000000002
T1026TS198_1,0.16571616,0.19005139999999998
T1026TS198_2,0.10748632,0.14778927
T1026TS198_3,0.198634,0.18596353
T1026TS198_4,0.12153621,0.16342686
T1026TS198_5,0.26736587,0.21964028
T1026TS209_1,0.57250464,0.5698565999999999
T1026TS209_2,0.55300176,0.58780015
T1026TS209_3,0.5456327,0.56400466
T1026TS209_4,0.45275249999999995,0.5528621
T1026TS209_5,0.51229686,0.5655706
T1026TS222_1,0.20870852,0.2835472
T1026TS222_2,0.41876265,0.41045833
T1026TS222_3,0.1993466,0.32122096
T1026TS222_4,0.20590237,0.264475
T1026TS222_5,0.17498587,0.15104471
T1026TS226_1,0.27358052,0.29927236
T1026TS226_2,0.16719638,0.19140354
T1026TS226_3,0.08406655,0.16519083
T1026TS226_4,0.38373137,0.40981722
T1026TS226_5,0.16453433,0.20019841
T1026TS238_1,0.42021042,0.45583668
T1026TS238_3,0.12831637,0.20171861
T1026TS238_4,0.14948371,0.18292184
T1026TS238_5,0.07815652,0.09236781
T1026TS252_1,0.19767626,0.18148017
T1026TS252_2,0.20106849999999998,0.1804876
T1026TS252_3,0.21507673,0.239116
T1026TS252_4,0.23708662,0.21627848
T1026TS252_5,0.011056199,0.017040618
T1026TS259_1,0.075677685,0.09032454
T1026TS259_2,0.10539574,0.102993585
T1026TS259_3,0.088130765,0.11943292
T1026TS259_4,0.08646069,0.09429251
T1026TS259_5,0.11142561,0.16926856
T1026TS277_2,0.038165566,0.060031924
T1026TS277_3,0.03310008,0.006245315
T1026TS277_4,0.06469088,0.11069815599999999
T1026TS277_5,0.06881112,0.048846267
T1026TS278_1,0.3589927,0.40374428
T1026TS278_3,0.07010775,0.086845465
T1026TS278_5,0.110593475,0.13362774
T1026TS317_1,0.018260567,0.017751057
T1026TS319_1,0.1481277,0.15623097
T1026TS319_2,0.19767626,0.18148017
T1026TS319_3,0.20106849999999998,0.1804876
T1026TS319_4,0.21507673,0.239116
T1026TS319_5,0.15578628,0.19917542
T1026TS324_1,0.29840162,0.41878350000000003
T1026TS324_2,0.02854575,0.0655157
T1026TS324_3,0.03797142,0.06367442
T1026TS324_4,0.060003065,0.10012175
T1026TS324_5,0.077331804,0.09751006
T1026TS326_1,0.163109,0.25642076
T1026TS326_2,0.18819521,0.2708982
T1026TS326_3,0.1455516,0.20052247
T1026TS326_4,0.17000757,0.25441033
T1026TS326_5,0.21917592,0.28732559999999996
T1026TS337_1,0.3428353,0.35286546
T1026TS337_2,0.1274096,0.066343375
T1026TS337_3,0.13600716,0.15950876
T1026TS337_4,0.13794795,0.10479555
T1026TS337_5,0.17147344,0.11751434
T1026TS351_1,0.4323182,0.44212502
T1026TS351_2,0.48776555,0.58052325
T1026TS351_3,0.49044309999999997,0.5412942
T1026TS351_4,0.26948629999999996,0.27775028
T1026TS351_5,0.18631473,0.13728137
T1026TS364_1,0.17222717,0.21587673
T1026TS364_2,0.12175615,0.1841014
T1026TS364_3,0.12787539,0.18031622
T1026TS364_4,0.115102015,0.18444471
T1026TS364_5,0.09355901,0.110923044
T1026TS367_1,0.23712091,0.27693492
T1026TS367_2,0.20870852,0.2835472
T1026TS367_3,0.20590237,0.264475
T1026TS367_4,0.1993466,0.32122096
T1026TS367_5,0.16647461,0.28671157
T1026TS377_1,0.18659538,0.24422064
T1026TS377_2,0.17206155,0.29277584
T1026TS377_3,0.13290547,0.25012280000000003
T1026TS377_4,0.16804765,0.23816213
T1026TS377_5,0.15217595,0.22858092
T1026TS435_1,0.07208294,0.04252017
T1026TS435_2,0.052546355999999995,0.055593878
T1026TS435_3,0.06501063,0.06348784
T1026TS435_4,0.0651694,0.05738911
T1026TS435_5,0.08434371,0.077989735
T1026TS460_1,0.036210075,0.07447532
T1026TS460_2,0.028244428,0.056084637
T1026TS460_3,0.029471703,0.06076134
T1026TS468_1,0.014262003999999998,0.026167858
T1026TS487_1,0.26049918,0.29274190000000005
T1026TS487_2,0.15182056,0.15337537
T1026TS487_3,0.12442385,0.14814292
T1026TS487_4,0.33054844,0.40581232
T1026TS487_5,0.43399940000000004,0.44738543
T1094TS013_1,0.21001874,0.11898001
T1094TS013_2,0.25349537,0.15041284
T1094TS013_3,0.22982493,0.13953824
T1094TS013_4,0.20094801,0.10682615
T1094TS013_5,0.30146107,0.1390887
T1094TS031_1,0.40646037,0.33051774
T1094TS031_2,0.42377025,0.26349762
T1094TS031_3,0.38009217,0.29312152
T1094TS031_4,0.38416088,0.26732045
T1094TS031_5,0.32985455,0.22294836
T1094TS033_1,0.08157004,0.20936929
T1094TS033_2,0.09762658,0.22198242
T1094TS033_3,0.10339054,0.22188862
T1094TS033_4,0.08513138,0.20390256
T1094TS033_5,0.11266145,0.19643454
T1094TS042_1,0.39579509999999996,0.30054104
T1094TS042_2,0.35982803,0.32097244
T1094TS042_3,0.37155816,0.26815537
T1094TS042_4,0.16561735,0.13269256
T1094TS042_5,0.15631911,0.13526142
T1094TS050_1,0.1400971,0.2152203
T1094TS050_2,0.13146354,0.24562018
T1094TS050_4,0.09309033,0.21958455
T1094TS050_5,0.114858665,0.21045170000000002
T1094TS070_1,0.13741441,0.20995829
T1094TS070_2,0.15898466,0.23956373
T1094TS070_3,0.24973725,0.17755477
T1094TS070_4,0.2720627,0.20925298
T1094TS070_5,0.2527146,0.18946037
T1094TS075_1,0.12909687,0.22649047
T1094TS075_2,0.11609897,0.22868818
T1094TS075_3,0.12201789,0.2454654
T1094TS075_4,0.15586582,0.21559164
T1094TS075_5,0.20158756,0.13851252
T1094TS081_1,0.070894085,0.16675252
T1094TS081_2,0.10997109,0.20713748
T1094TS081_3,0.090581186,0.20355658
T1094TS081_4,0.10044478,0.1877491
T1094TS081_5,0.09602307,0.21085779999999998
T1094TS140_1,0.13259725,0.2331618
T1094TS140_2,0.1656167,0.24079329
T1094TS140_3,0.2956761,0.21169342
T1094TS140_4,0.32545322,0.21975414
T1094TS140_5,0.30605674,0.20639659999999999
T1094TS170_1,0.03841869,0.06956833
T1094TS170_2,0.034558373999999996,0.0731902
